DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	16q12.1	16	52565276	TOX3	CASC16			ENSG00000249231			rs4784227-?	rs4784227	0	4784227	intron_variant	0	0.26	6E-15	14.221848749616356		1.07	[1.02-1.12] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	16q12.2	16	53779455	FTO	FTO			ENSG00000140718			rs17817449-?	rs17817449	0	17817449	intron_variant	0	0.59	5E-8	7.301029995663981		1.0526316	[1.01-1.09] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	16q12.2	16	53821379	FTO	FTO			ENSG00000140718			rs11075995-?	rs11075995	0	11075995	intron_variant	0	0.24	2E-6	5.698970004336019		1.01	[0.97-1.06] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	19p13.11	19	17278895	MERIT40	USHBP1, BABAM1, AC010463.1			ENSG00000130307, ENSG00000105393, ENSG00000269307			rs8170-?	rs8170	0	8170	synonymous_variant	0	0.19	7E-21	20.154901959985743		1.17	[1.11-1.23] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	19p13.11	19	17283116	ADHB8	ANKLE1			ENSG00000160117			rs56069439-?	rs56069439	0	56069439	non_coding_transcript_exon_variant	0	0.3	1E-32	32.0		1.19	[1.14-1.24] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	2p23.2	2	28896719	WDR43	WDR43			ENSG00000163811			rs67073037-?	rs67073037	0	67073037	intron_variant	0	0.8	5E-9	8.301029995663981		1.0869565	[1.04-1.15] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	2q33.1	2	201071148	FAM126B, NDUFB3, CLK1, PPIL3	FAM126B			ENSG00000155744			rs114962751-?	rs114962751	0	114962751	intron_variant	0	0.02	7E-8	7.154901959985743		1.22	[1.05-1.42] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	13q22.1	13	73383544	KLF5, KLF12	RNY1P8 - AL162376.1	ENSG00000206697	ENSG00000279754		156284	15487	rs6562760-?	rs6562760	0	6562760	intergenic_variant	1	0.8	5E-10	9.301029995663981		1.1235955	[1.06-1.18] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	13q22.1	13	73232845	KLF12, KLF5	RNY1P8 - AL162376.1	ENSG00000206697	ENSG00000279754		5585	166186	rs12870942-?	rs12870942	0	12870942	intergenic_variant	1	0.3	4E-8	7.3979400086720375		1.06	[1.01-1.10] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-03-31	27117709	Couch FJ	2016-04-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27117709	Identification of four novel susceptibility loci for oestrogen receptor negative breast cancer.	Breast cancer	4,939 European ancestry estrogen receptor-negative cases, 14,352 European ancestry controls	7,333 European ancestry estrogen receptor-negative cases, 7,797 European ancestry BRCA1 mutation carrier cases, 7,455  European ancestry BRCA1 mutation carrier controls, 42,468 European ancestry controls	2q35	2	217431785	NR	DIRC3			ENSG00000231672			rs16857609-?	rs16857609	0	16857609	intron_variant	0	0.26	7E-6	5.154901959985743		1.04	[1.00-1.09] (BRCA1 carriers)	Illumina [10909381] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST003845	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	5p15.1	5	16187419	intergenic	AC092335.1 - NACAP6	ENSG00000250448	ENSG00000248403		1834	4669	rs13162653-G	rs13162653	0	13162653	intergenic_variant	1	0.55	1E-10	10.0		1.0526316	[1.03-1.08]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	5p13.3	5	32567626	Intergenic	SUB1			ENSG00000113387			rs2012709-T	rs2012709	0	2012709	intron_variant	0	0.46	6E-9	8.221848749616356		1.05	[1.03-1.08]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	1q21.1	1	145790097	LOC10028814, NBPF10, RNF115	RNF115			ENSG00000265491			rs12405132-C	rs12405132	0	12405132	intron_variant	0	0.64	8E-9	8.096910013008056		1.0526316	[1.03-1.08]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	1q21.2	1	149955122	Intergenic	OTUD7B			ENSG00000264522			rs12048493-C	rs12048493	0	12048493	intron_variant	0	0.34	1E-9	9.0		1.07	[1.05-1.10]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	1q43	1	241870961	EXO1	EXO1			ENSG00000174371			rs72755295-G	rs72755295	0	72755295	intron_variant	0	0.03	2E-8	7.698970004336019		1.15	[1.09-1.22]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	3p21.31	3	46825376	Intergenic	PRSS50 - PRSS42P	ENSG00000206549	ENSG00000178055		12802	4166	rs6796502-G	rs6796502	0	6796502	intergenic_variant	1	0.91	2E-8	7.698970004336019		1.0869565	[1.05-1.12]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	5q14.2	5	82242227	ATG10	ATG10			ENSG00000152348			rs7707921-A	rs7707921	0	7707921	intron_variant	0	0.77	5E-11	10.301029995663981		1.0752687	[1.05-1.1]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	6p22.1	6	28958443	Intergenic	LINC01556 - KRT18P1	ENSG00000233566	ENSG00000226462		13906	10687	rs9257408-C	rs9257408	0	9257408	TF_binding_site_variant	1	0.38	5E-8	7.301029995663981		1.05	[1.03-1.08]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	7q32.3	7	130982362	FLJ43663	AC016831.7, LINC-PINT			ENSG00000285106, ENSG00000231721			rs4593472-C	rs4593472	0	4593472	intron_variant	0	0.65	2E-9	8.698970004336019		1.0526316	[1.03-1.06]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	8p11.23	8	37000965	Intergenic	AC090453.1 - AC092818.1	ENSG00000243503	ENSG00000254038		12553	66476	rs13365225-A	rs13365225	0	13365225	intergenic_variant	1	0.83	1E-8	8.0		1.0526316	[1.02-1.08]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	8q23.3	8	116197325	LINC00536	LINC00536			ENSG00000249917			rs13267382-A	rs13267382	0	13267382	intron_variant	0	0.36	2E-8	7.698970004336019		1.05	[1.03-1.07]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	14q32.12	14	92637727	RIN3	RIN3			ENSG00000100599			rs11627032-T	rs11627032	0	11627032	intron_variant	0	0.74	4E-9	8.397940008672037		1.0638298	[1.04-1.09]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls				ATAD5							chr17:29230520-GGT	chr17:29230520	0			1	0.8	3E-8	7.522878745280337		1.0752687	[1.04-1.1]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	17q25.3	17	79807926	Intergenic	AC100791.2 - LINC01977	ENSG00000262768	ENSG00000262772		5397	11157	rs745570-A	rs745570	0	745570	intergenic_variant	1	0.5	1E-9	9.0		1.0526316	[1.03-1.08]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	18q12.3	18	44819625	SETBP1	SETBP1			ENSG00000152217			rs6507583-A	rs6507583	0	6507583	intron_variant	0	0.93	3E-8	7.522878745280337		1.098901	[1.05-1.14]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	1p36.22	1	10506158	NR	PEX14			ENSG00000142655			rs616488-A	rs616488	0	616488	intron_variant	0	0.67	4E-11	10.397940008672037		1.0638298	[1.04-1.09]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	1p13.2	1	113905767	NR	DCLRE1B			ENSG00000118655			rs11552449-T	rs11552449	0	11552449	missense_variant	0	0.16	3E-9	8.522878745280337		1.07	[1.04-1.09]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	1p11.2	1	121538815	NR	EMBP1			ENSG00000231752			rs11249433-G	rs11249433	0	11249433	intron_variant	0	0.4	3E-27	26.522878745280337		1.09	[1.07-1.12]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	2p24.1	2	19121042	NR	LINC01376			ENSG00000236204			rs12710696-T	rs12710696	0	12710696	intron_variant	0	0.36	4E-7	6.3979400086720375		1.04	[1.02-1.06]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	2q14.2	2	120487546	NR	LINC01101 - AC073257.2	ENSG00000280409	ENSG00000237614		21328	55359	rs4849887-C	rs4849887	0	4849887	intergenic_variant	1	0.9	2E-11	10.698970004336019		1.098901	[1.06-1.14]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	2q31.1	2	172108243	NR	DLX2-DT			ENSG00000236651			rs2016394-G	rs2016394	0	2016394	intron_variant	0	0.52	8E-6	5.096910013008056		1.0526316	[1.03-1.06]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	2q31.1	2	173348166	NR	AC092573.2			ENSG00000236391			rs1550623-A	rs1550623	0	1550623	intron_variant	0	0.84	1E-6	6.0		1.0526316	[1.03-1.09]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	2q35	2	217041109	NR	AC007749.1 - AC007749.2	ENSG00000259855	ENSG00000287498		44619	19958	rs13387042-A	rs13387042	0	13387042	intergenic_variant	1	0.51	1E-55	55.0		1.1363636	[1.11-1.16]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	2q35	2	217431785	NR	DIRC3			ENSG00000231672			rs16857609-T	rs16857609	0	16857609	intron_variant	0	0.26	1E-17	17.0		1.08	[1.06-1.11]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	3p26.1	3	4700592	NR	ITPR1			ENSG00000150995			rs6762644-G	rs6762644	0	6762644	intron_variant	0	0.4	9E-12	11.045757490560675		1.07	[1.05-1.09]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	16q12.2	16	53779455	NR	FTO			ENSG00000140718			rs17817449-T	rs17817449	0	17817449	intron_variant	0	0.6	2E-14	13.698970004336019		1.0752687	[1.05-1.1]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	16q12.2	16	53821379	NR	FTO			ENSG00000140718			rs11075995-A	rs11075995	0	11075995	intron_variant	0	0.24	1E-6	6.0		1.04	[1.02-1.06]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	16q23.2	16	80616908	NR	CDYL2			ENSG00000166446			rs13329835-G	rs13329835	0	13329835	intron_variant	0	0.22	2E-17	16.69897000433602		1.08	[1.06-1.11]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
